Id_Atenci¢n;Fecha;Hora_Acceso1;Turno;Posic1;delta1;deltaMinuto1;Desp1;delta2;HoraFechaPos1;HoraFechaDesp1;deltafecha2;Responsable;Tipo_carga;Min_Espera_O1;Min_Atenci¢n_O1;SUMA_ATENCION_O1_delta_3;Responsable_O1;Min_Atenci¢n_O2_delta_4;Responsable_O2;Min_port_salida_delta_5
815;24-02-2017;NA;T2;19:09:27;#­VALOR!;0.00000;19:10:32;0:01:05;24-02-17 19:09:27;24-02-17 19:10:32;1.083333335;Inv1;Medicamentos;0.32;0.03;0.35;Inv4;0.14;Inv5;0.11
816;24-02-2017;NA;T2;19:18:09;#­VALOR!;0.00000;19:19:13;0:01:04;24-02-17 19:18:09;24-02-17 19:19:13;1.066666675;Inv1;Medicamentos;0.00;0.00;0.00;Inv4;0.01;Inv5;0.53
817;24-02-2017;NA;T2;19:36:42;#­VALOR!;0.00000;19:38:08;0:01:26;24-02-17 19:36:42;24-02-17 19:38:08;1.433333333;Inv1;Medicamentos;0.00;0.22;0.23;Inv4;1.35;Inv5;0.46
818;24-02-2017;NA;T2;19:14:29;#­VALOR!;0.00000;19:16:53;0:02:24;24-02-17 19:14:29;24-02-17 19:16:53;2.400000006;Inv1;Alimentos no perecibles;0.43;0.20;0.63;Inv4;0.98;Inv5;0.04
819;24-02-2017;NA;T2;19:48:23;#­VALOR!;0.00000;19:50:00;0:01:37;24-02-17 19:48:23;24-02-17 19:50:00;1.616666667;Inv1;Medicamentos;0.16;0.05;0.21;Inv4;0.25;Inv5;0.50
820;24-02-2017;NA;T2;19:57:05;#­VALOR!;0.00000;19:58:45;0:01:40;24-02-17 19:57:05;24-02-17 19:58:45;1.666666669;Inv1;Textil;0.10;0.95;1.05;Inv4;3.78;Inv5;0.49
821;24-02-2017;NA;T2;19:55:57;#­VALOR!;0.00000;19:56:51;0:00:54;24-02-17 19:55:57;24-02-17 19:56:51;0.900000001;Inv1;Textil;0.02;0.67;0.69;Inv4;2.01;Inv5;0.30
822;24-02-2017;NA;T2;19:42:09;#­VALOR!;0.00000;19:44:20;0:02:11;24-02-17 19:42:09;24-02-17 19:44:20;2.18333333;Inv1;Textil;0.11;0.01;0.11;Inv4;0.03;Inv5;0.89
823;24-02-2017;NA;T2;19:50:10;#­VALOR!;0.00000;19:51:46;0:01:36;24-02-17 19:50:10;24-02-17 19:51:46;1.599999997;Inv1;Textos ;0.95;2.10;3.06;Inv4;10.51;Inv5;0.50
824;24-02-2017;NA;T2;20:58:47;#­VALOR!;0.00000;21:00:32;0:01:45;24-02-17 20:58:47;24-02-17 21:00:32;1.75;Inv1;Textos ;0.76;0.15;0.91;Inv4;0.91;Inv5;0.14
826;24-02-2017;NA;T2;20:07:44;#­VALOR!;0.00000;20:09:34;0:01:50;24-02-17 20:07:44;24-02-17 20:09:34;1.833333332;Inv1;Textos ;0.50;0.02;0.52;Inv4;0.06;Inv5;0.38
828;24-02-2017;NA;T2;20:25:13;#­VALOR!;0.00000;20:26:40;0:01:27;24-02-17 20:25:13;24-02-17 20:26:40;1.450000004;Inv1;Textil;1.40;0.01;1.41;Inv4;0.04;Inv5;0.57
829;24-02-2017;NA;T2;20:45:04;#­VALOR!;0.00000;20:46:19;0:01:15;24-02-17 20:45:04;24-02-17 20:46:19;1.249999999;Inv1;Medicamentos;0.05;0.59;0.64;Inv4;2.94;Inv5;0.76
830;24-02-2017;NA;T2;20:57:59;#­VALOR!;0.00000;20:59:08;0:01:09;24-02-17 20:57:59;24-02-17 20:59:08;1.149999996;Inv1;Medicamentos;0.03;0.30;0.33;Inv4;0.91;Inv5;0.48
831;24-02-2017;NA;T2;20:46:46;#­VALOR!;0.00000;20:48:28;0:01:42;24-02-17 20:46:46;24-02-17 20:48:28;1.699999999;Inv1;Medicamentos;0.04;0.00;0.05;Inv4;0.01;Inv5;0.50
832;24-02-2017;NA;T2;20:48:34;#­VALOR!;0.00000;20:50:27;0:01:53;24-02-17 20:48:34;24-02-17 20:50:27;1.883333334;Inv1;Medicamentos;0.01;0.00;0.02;Inv4;0.01;Inv5;0.13
833;24-02-2017;NA;T2;20:26:53;#­VALOR!;0.00000;20:28:21;0:01:28;24-02-17 20:26:53;24-02-17 20:28:21;1.466666664;Inv1;Alimentos no perecibles;0.01;0.15;0.16;Inv4;0.59;Inv5;0.44
834;24-02-2017;NA;T2;20:20:47;#­VALOR!;0.00000;20:22:36;0:01:49;24-02-17 20:20:47;24-02-17 20:22:36;1.816666662;Inv1;Textos ;0.01;0.00;0.01;Inv4;0.00;Inv5;0.23
835;24-02-2017;NA;T2;20:58:46;#­VALOR!;0.00000;20:59:26;0:00:40;24-02-17 20:58:46;24-02-17 20:59:26;0.666666665;Inv1;Bienes de lujo;0.00;0.00;0.01;Inv4;0.01;Inv5;0.60
836;24-02-2017;NA;T2;20:41:16;#­VALOR!;0.00000;20:44:52;0:03:36;24-02-17 20:41:16;24-02-17 20:44:52;3.600000003;Inv1;Medicamentos;0.00;0.07;0.07;Inv4;0.26;Inv5;0.68
837;24-02-2017;NA;T2;20:39:10;#­VALOR!;0.00000;20:41:04;0:01:54;24-02-17 20:39:10;24-02-17 20:41:04;1.899999994;Inv1;Alimentos no perecibles;0.02;0.38;0.39;Inv4;1.51;Inv5;0.94
838;24-02-2017;NA;T2;20:14:34;#­VALOR!;0.00000;20:20:31;0:05:57;24-02-17 20:14:34;24-02-17 20:20:31;5.949999997;Inv1;Alimentos no perecibles;0.02;0.45;0.47;Inv4;1.35;Inv5;0.59
840;24-02-2017;NA;T2;20:31:50;#­VALOR!;0.00000;20:33:38;0:01:48;24-02-17 20:31:50;24-02-17 20:33:38;1.800000002;Inv1;Alimentos no perecibles;0.01;0.02;0.03;Inv4;0.07;Inv5;0.91
841;24-02-2017;NA;T2;20:58:48;#­VALOR!;0.00000;20:59:07;0:00:19;24-02-17 20:58:48;24-02-17 20:59:07;0.316666667;Inv1;Medicamentos;0.48;0.19;0.67;Inv4;0.95;Inv5;0.15
842;24-02-2017;NA;T2;20:59:46;#­VALOR!;0.00000;21:01:15;0:01:29;24-02-17 20:59:46;24-02-17 21:01:15;1.483333334;Inv1;Textil;0.03;0.33;0.37;Inv4;1.99;Inv5;0.39
846;24-02-2017;NA;T2;20:22:51;#­VALOR!;0.00000;20:25:01;0:02:10;24-02-17 20:22:51;24-02-17 20:25:01;2.16666667;Inv1;Alimentos no perecibles;0.01;0.05;0.06;Inv4;0.25;Inv5;0.83
848;24-02-2017;NA;T2;20:50:45;#­VALOR!;0.00000;20:51:43;0:00:58;24-02-17 20:50:45;24-02-17 20:51:43;0.966666673;Inv1;Medicamentos;0.05;0.02;0.07;Inv4;0.05;Inv5;0.50
849;24-02-2017;NA;T2;20:37:22;#­VALOR!;0.00000;20:39:00;0:01:38;24-02-17 20:37:22;24-02-17 20:39:00;1.633333338;Inv1;Textos ;0.11;0.38;0.49;Inv4;2.26;Inv5;0.22
850;24-02-2017;NA;T2;20:04:45;#­VALOR!;0.00000;20:06:08;0:01:23;24-02-17 20:04:45;24-02-17 20:06:08;1.383333332;Inv1;Alimentos no perecibles;0.03;0.04;0.06;Inv4;0.14;Inv5;0.18
851;24-02-2017;NA;T2;20:13:01;#­VALOR!;0.00000;20:14:22;0:01:21;24-02-17 20:13:01;24-02-17 20:14:22;1.350000001;Inv1;Alimentos no perecibles;0.00;2.26;2.27;Inv4;9.05;Inv5;0.76
852;24-02-2017;NA;T2;20:35:40;#­VALOR!;0.00000;20:37:04;0:01:24;24-02-17 20:35:40;24-02-17 20:37:04;1.400000002;Inv1;Alimentos no perecibles;0.02;0.01;0.03;Inv4;0.03;Inv5;0.89
855;24-02-2017;NA;T2;21:49:06;#­VALOR!;0.00000;21:50:36;0:01:30;24-02-17 21:49:06;24-02-17 21:50:36;1.499999994;Inv1;Medicamentos;0.03;0.05;0.08;Inv4;0.31;Inv5;0.60
858;24-02-2017;NA;T2;21:31:15;#­VALOR!;0.00000;21:32:15;0:01:00;24-02-17 21:31:15;24-02-17 21:32:15;0.999999993;Inv1;Textil;0.02;0.03;0.05;Inv4;0.09;Inv5;0.38
859;24-02-2017;NA;T2;21:16:01;#­VALOR!;0.00000;21:17:35;0:01:34;24-02-17 21:16:01;24-02-17 21:17:35;1.566666666;Inv1;Alimentos no perecibles;0.05;0.05;0.10;Inv4;0.16;Inv5;0.66
860;24-02-2017;NA;T2;21:59:10;#­VALOR!;0.00000;22:00:49;0:01:39;24-02-17 21:59:10;24-02-17 22:00:49;1.649999998;Inv1;Medicamentos;0.14;0.05;0.19;Inv4;0.21;Inv5;0.60
861;24-02-2017;NA;T2;21:29:36;#­VALOR!;0.00000;21:30:47;0:01:11;24-02-17 21:29:36;24-02-17 21:30:47;1.183333327;Inv1;Textos ;9.53;2.15;11.68;Inv4;8.60;Inv5;0.08
862;24-02-2017;NA;T2;21:17:08;#­VALOR!;0.00000;21:18:33;0:01:25;24-02-17 21:17:08;24-02-17 21:18:33;1.416666663;Inv1;Textos ;3.56;2.24;5.79;Inv4;6.71;Inv5;0.43
863;24-02-2017;NA;T2;21:08:53;#­VALOR!;0.00000;21:09:58;0:01:05;24-02-17 21:08:53;24-02-17 21:09:58;1.083333335;Inv1;Textos ;2.79;8.52;11.31;Inv4;42.61;Inv5;0.51
864;24-02-2017;NA;T2;21:54:27;#­VALOR!;0.00000;21:55:41;0:01:14;24-02-17 21:54:27;24-02-17 21:55:41;1.233333339;Inv1;Alimentos no perecibles;1.20;6.86;8.06;Inv4;20.59;Inv5;0.32
865;24-02-2017;NA;T2;21:10:16;#­VALOR!;0.00000;21:11:14;0:00:58;24-02-17 21:10:16;24-02-17 21:11:14;0.966666662;Inv1;Textos ;4.82;5.29;10.10;Inv4;26.45;Inv5;0.30
866;24-02-2017;NA;T2;21:27:49;#­VALOR!;0.00000;21:29:05;0:01:16;24-02-17 21:27:49;24-02-17 21:29:05;1.266666669;Inv1;Textos ;5.66;10.50;16.16;Inv4;52.52;Inv5;0.44
867;24-02-2017;NA;T2;21:17:03;#­VALOR!;0.00000;21:18:43;0:01:40;24-02-17 21:17:03;24-02-17 21:18:43;1.666666658;Inv1;Textos ;4.94;1.12;6.07;Inv4;4.50;Inv5;0.12
868;24-02-2017;NA;T2;21:20:09;#­VALOR!;0.00000;21:22:40;0:02:31;24-02-17 21:20:09;24-02-17 21:22:40;2.516666668;Inv1;Textil;4.34;0.09;4.43;Inv4;0.37;Inv5;0.54
869;24-02-2017;NA;T2;21:50:13;#­VALOR!;0.00000;21:51:00;0:00:47;24-02-17 21:50:13;24-02-17 21:51:00;0.783333328;Inv1;Textil;4.14;6.60;10.74;Inv4;39.61;Inv5;0.74
870;24-02-2017;NA;T2;21:08:28;#­VALOR!;0.00000;21:16:46;0:08:18;24-02-17 21:08:28;24-02-17 21:16:46;8.300000002;Inv1;Textos ;3.69;10.80;14.49;Inv4;64.81;Inv5;0.99
871;24-02-2017;NA;T2;21:18:09;#­VALOR!;0.00000;21:19:11;0:01:02;24-02-17 21:18:09;24-02-17 21:19:11;1.033333334;Inv1;Textos ;9.69;12.79;22.48;Inv4;63.94;Inv5;0.21
872;24-02-2017;NA;T2;21:05:06;#­VALOR!;0.00000;21:06:16;0:01:10;24-02-17 21:05:06;24-02-17 21:06:16;1.166666667;Inv1;Alimentos no perecibles;1.51;1.91;3.42;Inv4;5.74;Inv5;0.79
873;24-02-2017;NA;T2;21:32:32;#­VALOR!;0.00000;21:33:37;0:01:05;24-02-17 21:32:32;24-02-17 21:33:37;1.083333335;Inv1;Alimentos no perecibles;3.12;12.26;15.38;Inv4;61.29;Inv5;0.59
874;24-02-2017;NA;T2;21:34:47;#­VALOR!;0.00000;21:35:58;0:01:11;24-02-17 21:34:47;24-02-17 21:35:58;1.183333338;Inv1;Medicamentos;2.63;10.44;13.07;Inv4;31.32;Inv5;0.65
875;24-02-2017;NA;T2;21:28:01;#­VALOR!;0.00000;21:29:12;0:01:11;24-02-17 21:28:01;24-02-17 21:29:12;1.183333338;Inv1;Textos ;2.88;12.79;15.67;Inv4;76.76;Inv5;0.42
876;24-02-2017;NA;T2;21:26:51;#­VALOR!;0.00000;21:27:41;0:00:50;24-02-17 21:26:51;24-02-17 21:27:41;0.833333329;Inv1;Medicamentos;8.44;8.74;17.19;Inv4;52.46;Inv5;0.48
877;24-02-2017;NA;T2;21:52:00;#­VALOR!;0.00000;21:53:49;0:01:49;24-02-17 21:52:00;24-02-17 21:53:49;1.816666662;Inv1;Textos ;4.11;11.61;15.72;Inv4;69.67;Inv5;0.81
878;24-02-2017;NA;T2;21:22:54;#­VALOR!;0.00000;21:32:40;0:09:46;24-02-17 21:22:54;24-02-17 21:32:40;9.766666666;Inv1;Medicamentos;9.80;2.94;12.74;Inv4;11.75;Inv5;0.89
879;24-02-2017;NA;T2;21:05:31;#­VALOR!;0.00000;21:07:02;0:01:31;24-02-17 21:05:31;24-02-17 21:07:02;1.516666665;Inv1;Medicamentos;9.93;12.13;22.06;Inv4;72.79;Inv5;0.30
881;24-02-2017;NA;T2;21:48:13;#­VALOR!;0.00000;21:49:33;0:01:20;24-02-17 21:48:13;24-02-17 21:49:33;1.333333331;Inv1;Textos ;8.65;0.94;9.59;Inv4;2.81;Inv5;0.21
882;24-02-2017;NA;T2;21:38:22;#­VALOR!;0.00000;21:39:27;0:01:05;24-02-17 21:38:22;24-02-17 21:39:27;1.083333335;Inv1;Medicamentos;1.08;2.01;3.09;Inv4;8.03;Inv5;0.62
883;24-02-2017;NA;T2;21:13:17;#­VALOR!;0.00000;21:14:32;0:01:15;24-02-17 21:13:17;24-02-17 21:14:32;1.249999999;Inv1;Alimentos no perecibles;6.06;12.36;18.42;Inv4;61.80;Inv5;0.76
884;24-02-2017;NA;T2;21:02:00;#­VALOR!;0.00000;21:05:13;0:03:13;24-02-17 21:02:00;24-02-17 21:05:13;3.216666675;Inv1;Textil;1.18;3.56;4.74;Inv4;10.69;Inv5;0.12
886;24-02-2017;NA;T2;21:06:52;#­VALOR!;0.00000;21:07:58;0:01:06;24-02-17 21:06:52;24-02-17 21:07:58;1.099999995;Inv1;Alimentos no perecibles;6.51;2.61;9.11;Inv4;7.83;Inv5;0.32
887;24-02-2017;NA;T2;21:17:55;#­VALOR!;0.00000;21:19:21;0:01:26;24-02-17 21:17:55;24-02-17 21:19:21;1.433333333;Inv1;Alimentos no perecibles;9.90;9.65;19.55;Inv4;48.26;Inv5;0.03
888;24-02-2017;NA;T2;21:52:41;#­VALOR!;0.00000;21:54:15;0:01:34;24-02-17 21:52:41;24-02-17 21:54:15;1.566666666;Inv1;Textos ;9.30;10.01;19.31;Inv4;30.03;Inv5;0.57
889;24-02-2017;NA;T2;21:59:45;#­VALOR!;0.00000;22:01:10;0:01:25;24-02-17 21:59:45;24-02-17 22:01:10;1.416666663;Inv1;Textos ;5.18;7.83;13.01;Inv4;46.96;Inv5;0.95
890;24-02-2017;NA;T2;21:01:37;#­VALOR!;0.00000;21:02:31;0:00:54;24-02-17 21:01:37;24-02-17 21:02:31;0.900000001;Inv1;Alimentos no perecibles;8.37;11.00;19.37;Inv4;55.02;Inv5;0.69
891;24-02-2017;NA;T2;21:24:00;#­VALOR!;0.00000;21:25:37;0:01:37;24-02-17 21:24:00;24-02-17 21:25:37;1.616666657;Inv1;Textos ;2.85;9.48;12.33;Inv4;47.38;Inv5;0.92
892;24-02-2017;NA;T2;21:59:44;#­VALOR!;0.00000;22:00:51;0:01:07;24-02-17 21:59:44;24-02-17 22:00:51;1.116666666;Inv1;Textos ;4.75;1.95;6.70;Inv4;11.69;Inv5;0.40
894;24-02-2017;NA;T2;21:19:17;#­VALOR!;0.00000;21:21:04;0:01:47;24-02-17 21:19:17;24-02-17 21:21:04;1.783333331;Inv1;Medicamentos;5.11;10.34;15.45;Inv4;62.07;Inv5;0.37
895;24-02-2017;NA;T2;21:04:57;#­VALOR!;0.00000;21:06:01;0:01:04;24-02-17 21:04:57;24-02-17 21:06:01;1.066666665;Inv1;Medicamentos;8.70;1.32;10.03;Inv4;6.62;Inv5;0.98
899;24-02-2017;NA;T2;21:42:13;#­VALOR!;0.00000;21:44:24;0:02:11;24-02-17 21:42:13;24-02-17 21:44:24;2.18333333;Inv1;Textil;3.07;8.95;12.02;Inv4;44.76;Inv5;0.52
901;24-02-2017;NA;T2;21:21:46;#­VALOR!;0.00000;21:23:16;0:01:30;24-02-17 21:21:46;24-02-17 21:23:16;1.500000005;Inv1;Textos ;9.88;6.35;16.23;Inv4;19.05;Inv5;0.61
902;24-02-2017;NA;T2;21:27:43;#­VALOR!;0.00000;21:29:09;0:01:26;24-02-17 21:27:43;24-02-17 21:29:09;1.433333333;Inv1;Alimentos no perecibles;9.79;12.81;22.60;Inv4;51.22;Inv5;0.19
904;24-02-2017;NA;T2;21:49:18;#­VALOR!;0.00000;21:51:20;0:02:02;24-02-17 21:49:18;24-02-17 21:51:20;2.033333337;Inv1;Medicamentos;3.18;13.84;17.02;Inv4;41.53;Inv5;0.60
906;24-02-2017;NA;T2;21:00:00;#­VALOR!;0.00000;21:00:55;0:00:55;24-02-17 21:00:00;24-02-17 21:00:55;0.916666671;Inv1;Medicamentos;1.15;10.80;11.95;Inv4;64.81;Inv5;0.90
907;24-02-2017;NA;T2;21:51:10;#­VALOR!;0.00000;21:52:45;0:01:35;24-02-17 21:51:10;24-02-17 21:52:45;1.583333337;Inv1;Textos ;5.58;2.64;8.22;Inv4;13.22;Inv5;0.87
908;24-02-2017;NA;T2;21:35:48;#­VALOR!;0.00000;21:36:51;0:01:03;24-02-17 21:35:48;24-02-17 21:36:51;1.050000004;Inv1;Alimentos no perecibles;8.04;8.10;16.14;Inv4;48.62;Inv5;0.35
909;24-02-2017;NA;T2;21:03:15;#­VALOR!;0.00000;21:04:30;0:01:15;24-02-17 21:03:15;24-02-17 21:04:30;1.250000009;Inv1;Textil;6.51;6.72;13.23;Inv4;26.87;Inv5;0.25
910;24-02-2017;NA;T2;21:04:54;#­VALOR!;0.00000;21:06:24;0:01:30;24-02-17 21:04:54;24-02-17 21:06:24;1.499999994;Inv1;Textos ;0.84;12.20;13.04;Inv4;36.59;Inv5;0.77
911;24-02-2017;NA;T2;21:54:25;#­VALOR!;0.00000;21:56:12;0:01:47;24-02-17 21:54:25;24-02-17 21:56:12;1.783333331;Inv1;Textil;8.31;13.21;21.52;Inv4;52.84;Inv5;0.50
912;24-02-2017;NA;T2;21:46:14;#­VALOR!;0.00000;21:47:28;0:01:14;24-02-17 21:46:14;24-02-17 21:47:28;1.233333339;Inv1;Textil;0.72;11.25;11.97;Inv4;67.48;Inv5;0.93
913;24-02-2017;NA;T2;21:33:41;#­VALOR!;0.00000;21:34:27;0:00:46;24-02-17 21:33:41;24-02-17 21:34:27;0.766666668;Inv1;Medicamentos;3.79;12.20;15.99;Inv4;48.78;Inv5;0.16
914;24-02-2017;NA;T2;21:44:44;#­VALOR!;0.00000;21:46:30;0:01:46;24-02-17 21:44:44;24-02-17 21:46:30;1.766666671;Inv1;Textil;4.63;13.43;18.06;Inv4;80.58;Inv5;0.30
915;24-02-2017;NA;T2;21:10:01;#­VALOR!;0.00000;21:11:31;0:01:30;24-02-17 21:10:01;24-02-17 21:11:31;1.499999994;Inv1;Textil;3.76;3.72;7.48;Inv4;14.86;Inv5;0.77
916;24-02-2017;NA;T2;21:38:47;#­VALOR!;0.00000;21:40:56;0:02:09;24-02-17 21:38:47;24-02-17 21:40:56;2.15;Inv1;Textos ;0.03;10.95;10.98;Inv4;43.79;Inv5;0.79
917;24-02-2017;NA;T2;21:28:59;#­VALOR!;0.00000;21:31:23;0:02:24;24-02-17 21:28:59;24-02-17 21:31:23;2.400000006;Inv1;Medicamentos;9.55;8.83;18.38;Inv4;35.33;Inv5;0.97
919;24-02-2017;NA;T2;21:11:38;#­VALOR!;0.00000;21:12:45;0:01:07;24-02-17 21:11:38;24-02-17 21:12:45;1.116666676;Inv1;Textos ;7.52;7.05;14.56;Inv4;21.14;Inv5;0.67
920;24-02-2017;NA;T2;21:51:31;#­VALOR!;0.00000;21:57:45;0:06:14;24-02-17 21:51:31;24-02-17 21:57:45;6.233333334;Inv1;Medicamentos;8.63;7.47;16.09;Inv4;37.33;Inv5;0.35
925;24-02-2017;NA;T2;21:01:07;#­VALOR!;0.00000;21:02:04;0:00:57;24-02-17 21:01:07;24-02-17 21:02:04;0.950000002;Inv1;Medicamentos;8.74;6.25;14.99;Inv4;37.51;Inv5;0.89
926;24-02-2017;NA;T2;21:03:06;#­VALOR!;0.00000;21:04:51;0:01:45;24-02-17 21:03:06;24-02-17 21:04:51;1.75;Inv1;Alimentos no perecibles;8.94;8.21;17.15;Inv4;41.07;Inv5;0.33
927;24-02-2017;NA;T2;21:47:28;#­VALOR!;0.00000;21:49:06;0:01:38;24-02-17 21:47:28;24-02-17 21:49:06;1.633333338;Inv1;Alimentos no perecibles;8.14;7.35;15.49;Inv4;22.04;Inv5;0.02
928;24-02-2017;NA;T2;21:08:04;#­VALOR!;0.00000;21:08:27;0:00:23;24-02-17 21:08:04;24-02-17 21:08:27;0.383333329;Inv1;Medicamentos;1.60;3.59;5.19;Inv4;14.37;Inv5;0.28
929;24-02-2017;NA;T2;21:06:23;#­VALOR!;0.00000;21:08:08;0:01:45;24-02-17 21:06:23;24-02-17 21:08:08;1.75;Inv1;Alimentos no perecibles;0.84;3.98;4.82;Inv4;23.89;Inv5;0.67
930;24-02-2017;NA;T2;21:40:11;#­VALOR!;0.00000;21:44:02;0:03:51;24-02-17 21:40:11;24-02-17 21:44:02;3.850000009;Inv1;Alimentos no perecibles;7.84;3.92;11.76;Inv4;23.53;Inv5;0.03
931;24-02-2017;NA;T2;21:03:54;#­VALOR!;0.00000;21:04:45;0:00:51;24-02-17 21:03:54;24-02-17 21:04:45;0.85;Inv1;Medicamentos;1.54;3.69;5.23;Inv4;11.08;Inv5;0.36
932;24-02-2017;NA;T2;21:47:38;#­VALOR!;0.00000;21:49:43;0:02:05;24-02-17 21:47:38;24-02-17 21:49:43;2.083333338;Inv1;Medicamentos;8.37;12.68;21.05;Inv4;38.05;Inv5;0.96
934;24-02-2017;NA;T2;21:53:00;#­VALOR!;0.00000;21:54:01;0:01:01;24-02-17 21:53:00;24-02-17 21:54:01;1.016666663;Inv1;Medicamentos;9.71;5.18;14.89;Inv4;25.90;Inv5;0.48
935;24-02-2017;NA;T2;21:39:45;#­VALOR!;0.00000;21:40:08;0:00:23;24-02-17 21:39:45;24-02-17 21:40:08;0.383333339;Inv1;Medicamentos;3.31;7.49;10.80;Inv4;44.95;Inv5;0.86
936;24-02-2017;NA;T2;21:58:17;#­VALOR!;0.00000;21:59:40;0:01:23;24-02-17 21:58:17;24-02-17 21:59:40;1.383333332;Inv1;Medicamentos;0.03;0.72;0.75;Inv4;3.61;Inv5;0.33
939;24-02-2017;NA;T2;21:46:35;#­VALOR!;0.00000;21:47:12;0:00:37;24-02-17 21:46:35;24-02-17 21:47:12;0.616666664;Inv1;Medicamentos;9.20;5.41;14.61;Inv4;21.65;Inv5;0.87
940;24-02-2017;NA;T2;21:24:13;#­VALOR!;0.00000;21:24:50;0:00:37;24-02-17 21:24:13;24-02-17 21:24:50;0.616666664;Inv1;Medicamentos;7.23;10.13;17.36;Inv4;50.63;Inv5;0.16
942;24-02-2017;NA;T2;21:49:38;#­VALOR!;0.00000;21:50:49;0:01:11;24-02-17 21:49:38;24-02-17 21:50:49;1.183333327;Inv1;Textil;0.65;5.89;6.55;Inv4;29.47;Inv5;0.82
943;24-02-2017;NA;T2;21:25:04;#­VALOR!;0.00000;21:26:15;0:01:11;24-02-17 21:25:04;24-02-17 21:26:15;1.183333327;Inv1;Textos ;7.89;13.86;21.76;Inv4;55.45;Inv5;0.83
944;24-02-2017;NA;T2;21:34:44;#­VALOR!;0.00000;21:36:04;0:01:20;24-02-17 21:34:44;24-02-17 21:36:04;1.333333331;Inv1;Textos ;4.82;8.05;12.87;Inv4;24.16;Inv5;0.01
947;24-02-2017;NA;T2;21:00:46;#­VALOR!;0.00000;21:02:55;0:02:09;24-02-17 21:00:46;24-02-17 21:02:55;2.15;Inv1;Medicamentos;3.15;5.42;8.56;Inv4;32.51;Inv5;0.47
948;24-02-2017;NA;T2;21:08:36;#­VALOR!;0.00000;21:09:56;0:01:20;24-02-17 21:08:36;24-02-17 21:09:56;1.333333331;Inv1;Textil;7.39;1.26;8.65;Inv4;6.28;Inv5;0.92
949;24-02-2017;NA;T2;21:47:51;#­VALOR!;0.00000;21:48:54;0:01:03;24-02-17 21:47:51;24-02-17 21:48:54;1.050000004;Inv1;Textil;6.75;8.90;15.65;Inv4;35.61;Inv5;0.85
950;24-02-2017;NA;T2;21:12:44;#­VALOR!;0.00000;21:13:38;0:00:54;24-02-17 21:12:44;24-02-17 21:13:38;0.900000001;Inv1;Medicamentos;0.95;2.20;3.16;Inv4;6.61;Inv5;0.10
951;24-02-2017;NA;T2;21:30:02;#­VALOR!;0.00000;21:32:35;0:02:33;24-02-17 21:30:02;24-02-17 21:32:35;2.549999999;Inv1;Textil;8.56;5.28;13.84;Inv4;26.41;Inv5;0.64
952;24-02-2017;NA;T2;21:43:01;#­VALOR!;0.00000;21:44:15;0:01:14;24-02-17 21:43:01;24-02-17 21:44:15;1.233333339;Inv1;Textil;3.11;0.49;3.59;Inv4;2.44;Inv5;0.14
953;24-02-2017;NA;T2;21:26:31;#­VALOR!;0.00000;21:27:38;0:01:07;24-02-17 21:26:31;24-02-17 21:27:38;1.116666666;Inv1;Medicamentos;3.54;5.56;9.10;Inv4;22.24;Inv5;0.52
954;24-02-2017;NA;T2;21:14:11;#­VALOR!;0.00000;21:15:16;0:01:05;24-02-17 21:14:11;24-02-17 21:15:16;1.083333325;Inv1;Alimentos no perecibles;5.80;0.97;6.76;Inv4;3.87;Inv5;0.82
955;24-02-2017;NA;T2;21:11:27;#­VALOR!;0.00000;21:12:21;0:00:54;24-02-17 21:11:27;24-02-17 21:12:21;0.89999999;Inv1;Medicamentos;7.04;9.62;16.66;Inv4;38.49;Inv5;0.88
956;24-02-2017;NA;T2;21:38:54;#­VALOR!;0.00000;21:39:49;0:00:55;24-02-17 21:38:54;24-02-17 21:39:49;0.916666671;Inv1;Alimentos no perecibles;9.82;13.85;23.67;Inv4;55.40;Inv5;0.69
958;24-02-2017;NA;T2;21:42:49;#­VALOR!;0.00000;21:44:10;0:01:21;24-02-17 21:42:49;24-02-17 21:44:10;1.350000001;Inv1;Textos ;8.44;4.23;12.68;Inv4;21.16;Inv5;0.46
960;24-02-2017;NA;T2;21:23:31;#­VALOR!;0.00000;21:24:46;0:01:15;24-02-17 21:23:31;24-02-17 21:24:46;1.249999999;Inv1;Alimentos no perecibles;3.35;7.14;10.49;Inv4;28.55;Inv5;0.60
961;24-02-2017;NA;T2;21:22:13;#­VALOR!;0.00000;21:23:39;0:01:26;24-02-17 21:22:13;24-02-17 21:23:39;1.433333333;Inv1;Textos ;6.90;5.25;12.14;Inv4;31.47;Inv5;0.55
962;24-02-2017;NA;T2;21:08:20;#­VALOR!;0.00000;21:09:53;0:01:33;24-02-17 21:08:20;24-02-17 21:09:53;1.549999996;Inv1;Textos ;7.44;12.97;20.41;Inv4;64.87;Inv5;0.64
963;24-02-2017;NA;T2;21:58:32;#­VALOR!;0.00000;21:59:35;0:01:03;24-02-17 21:58:32;24-02-17 21:59:35;1.050000004;Inv1;Alimentos no perecibles;2.70;9.02;11.72;Inv4;27.06;Inv5;0.59
964;24-02-2017;NA;T2;21:33:53;#­VALOR!;0.00000;21:35:31;0:01:38;24-02-17 21:33:53;24-02-17 21:35:31;1.633333338;Inv1;Alimentos no perecibles;2.15;6.32;8.47;Inv4;31.59;Inv5;0.81
